"value","reportDate","prettyValue","realty_id","Адрес","URL","Год.постройки","Тип.дома","Этажность","Строительная.серия","Высота.потолков","Газоснабжение","Отопление","Тип.перекрытий","Подъездов","Количество.лифтов","Мусоропроводов","Квартир","Реновация","Аварийность","Детская.площадка","Спортивная.площадка","Фонд.капитального.ремонта","Расстояние.до.первой.станции","Расстояние.до.второй.станции","Расстояние.до.третьей.станции","Название.первой.станции","Название.второй.станции","Название.третьей.станции","Ближайшая.станция.после.тритмента.расстояние","Ближайшая.станция.после.тритмента","Ближайшая.станция.до.тритмента.расстояние","Ближайшая.станция.до.тритмента","Сокращение.расстояния","Number.of.queries","cumprod","discounted_value","treatment","distance","weights","subclass","dummy_2021","dummy_2022","dummy_2023","dummy_2024","dummy_2025","Универcитет","Корниловская","Генерала_тюленева"
314879,"2022-01-01","314 879 ₽/м²",1,"Москва, улица Саморы Машела, 6","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%A1%D0%B0%D0%BC%D0%BE%D1%80%D1%8B+%D0%9C%D0%B0%D1%88%D0%B5%D0%BB%D0%B0%2C+6&totalArea=38.4&roomsCount=1&offerId=309089270&floor=floorOther&repairType=repairTypeDesign",2003,"Панельный",22,"КОПЭ",2.64,"Отсутствует","Центральное","Другие",2,"4 пассажирских, 2 грузовых","2",166,"Нет","Нет","Нет","Нет","На счете регионального оператора",881,2370,2957,"Университет Дружбы Народов","Беляево","Тропарёво",881,"Университет Дружбы Народов",2370,"Беляево",1489,5887,1.5085,208736.493205171,1,0.661660428843267,1,"21",0,1,0,0,0,1,0,0
315990,"2022-02-01","315 990 ₽/м²",1,"Москва, улица Саморы Машела, 6","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%A1%D0%B0%D0%BC%D0%BE%D1%80%D1%8B+%D0%9C%D0%B0%D1%88%D0%B5%D0%BB%D0%B0%2C+6&totalArea=38.4&roomsCount=1&offerId=309089270&floor=floorOther&repairType=repairTypeDesign",2003,"Панельный",22,"КОПЭ",2.64,"Отсутствует","Центральное","Другие",2,"4 пассажирских, 2 грузовых","2",166,"Нет","Нет","Нет","Нет","На счете регионального оператора",881,2370,2957,"Университет Дружбы Народов","Беляево","Тропарёво",881,"Университет Дружбы Народов",2370,"Беляево",1489,4637,1.5085,209472.986410341,1,0.661660428843267,1,"22",0,1,0,0,0,1,0,0
327094,"2022-04-01","327 094 ₽/м²",1,"Москва, улица Саморы Машела, 6","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%A1%D0%B0%D0%BC%D0%BE%D1%80%D1%8B+%D0%9C%D0%B0%D1%88%D0%B5%D0%BB%D0%B0%2C+6&totalArea=38.4&roomsCount=1&offerId=309089270&floor=floorOther&repairType=repairTypeDesign",2003,"Панельный",22,"КОПЭ",2.64,"Отсутствует","Центральное","Другие",2,"4 пассажирских, 2 грузовых","2",166,"Нет","Нет","Нет","Нет","На счете регионального оператора",881,2370,2957,"Университет Дружбы Народов","Беляево","Тропарёво",881,"Университет Дружбы Народов",2370,"Беляево",1489,4312,1.5085,216833.941000994,1,0.661660428843267,1,"23",0,1,0,0,0,1,0,0
275862,"2022-05-01","275 862 ₽/м²",1,"Москва, улица Саморы Машела, 6","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%A1%D0%B0%D0%BC%D0%BE%D1%80%D1%8B+%D0%9C%D0%B0%D1%88%D0%B5%D0%BB%D0%B0%2C+6&totalArea=38.4&roomsCount=1&offerId=309089270&floor=floorOther&repairType=repairTypeDesign",2003,"Панельный",22,"КОПЭ",2.64,"Отсутствует","Центральное","Другие",2,"4 пассажирских, 2 грузовых","2",166,"Нет","Нет","Нет","Нет","На счете регионального оператора",881,2370,2957,"Университет Дружбы Народов","Беляево","Тропарёво",881,"Университет Дружбы Народов",2370,"Беляево",1489,6927,1.5085,182871.726881008,1,0.661660428843267,1,"24",0,1,0,0,0,1,0,0
272414,"2022-06-01","272 414 ₽/м²",1,"Москва, улица Саморы Машела, 6","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%A1%D0%B0%D0%BC%D0%BE%D1%80%D1%8B+%D0%9C%D0%B0%D1%88%D0%B5%D0%BB%D0%B0%2C+6&totalArea=38.4&roomsCount=1&offerId=309089270&floor=floorOther&repairType=repairTypeDesign",2003,"Панельный",22,"КОПЭ",2.64,"Отсутствует","Центральное","Другие",2,"4 пассажирских, 2 грузовых","2",166,"Нет","Нет","Нет","Нет","На счете регионального оператора",881,2370,2957,"Университет Дружбы Народов","Беляево","Тропарёво",881,"Университет Дружбы Народов",2370,"Беляево",1489,9903,1.5665,173899.776571976,1,0.661660428843267,1,"25",0,1,0,0,0,1,0,0
291396,"2022-07-01","291 396 ₽/м²",1,"Москва, улица Саморы Машела, 6","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%A1%D0%B0%D0%BC%D0%BE%D1%80%D1%8B+%D0%9C%D0%B0%D1%88%D0%B5%D0%BB%D0%B0%2C+6&totalArea=38.4&roomsCount=1&offerId=309089270&floor=floorOther&repairType=repairTypeDesign",2003,"Панельный",22,"КОПЭ",2.64,"Отсутствует","Центральное","Другие",2,"4 пассажирских, 2 грузовых","2",166,"Нет","Нет","Нет","Нет","На счете регионального оператора",881,2370,2957,"Университет Дружбы Народов","Беляево","Тропарёво",881,"Университет Дружбы Народов",2370,"Беляево",1489,5384,1.5665,186017.235876157,1,0.661660428843267,1,"26",0,1,0,0,0,1,0,0
300303,"2022-08-01","300 303 ₽/м²",1,"Москва, улица Саморы Машела, 6","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%A1%D0%B0%D0%BC%D0%BE%D1%80%D1%8B+%D0%9C%D0%B0%D1%88%D0%B5%D0%BB%D0%B0%2C+6&totalArea=38.4&roomsCount=1&offerId=309089270&floor=floorOther&repairType=repairTypeDesign",2003,"Панельный",22,"КОПЭ",2.64,"Отсутствует","Центральное","Другие",2,"4 пассажирских, 2 грузовых","2",166,"Нет","Нет","Нет","Нет","На счете регионального оператора",881,2370,2957,"Университет Дружбы Народов","Беляево","Тропарёво",881,"Университет Дружбы Народов",2370,"Беляево",1489,6974,1.5665,191703.159910629,1,0.661660428843267,1,"27",0,1,0,0,0,1,0,0
312955,"2022-09-01","312 955 ₽/м²",1,"Москва, улица Саморы Машела, 6","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%A1%D0%B0%D0%BC%D0%BE%D1%80%D1%8B+%D0%9C%D0%B0%D1%88%D0%B5%D0%BB%D0%B0%2C+6&totalArea=38.4&roomsCount=1&offerId=309089270&floor=floorOther&repairType=repairTypeDesign",2003,"Панельный",22,"КОПЭ",2.64,"Отсутствует","Центральное","Другие",2,"4 пассажирских, 2 грузовых","2",166,"Нет","Нет","Нет","Нет","На счете регионального оператора",881,2370,2957,"Университет Дружбы Народов","Беляево","Тропарёво",881,"Университет Дружбы Народов",2370,"Беляево",1489,6155,1.5985,195780.419142947,1,0.661660428843267,1,"28",0,1,0,0,0,1,0,0
315520,"2022-10-01","315 520 ₽/м²",1,"Москва, улица Саморы Машела, 6","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%A1%D0%B0%D0%BC%D0%BE%D1%80%D1%8B+%D0%9C%D0%B0%D1%88%D0%B5%D0%BB%D0%B0%2C+6&totalArea=38.4&roomsCount=1&offerId=309089270&floor=floorOther&repairType=repairTypeDesign",2003,"Панельный",22,"КОПЭ",2.64,"Отсутствует","Центральное","Другие",2,"4 пассажирских, 2 грузовых","2",166,"Нет","Нет","Нет","Нет","На счете регионального оператора",881,2370,2957,"Университет Дружбы Народов","Беляево","Тропарёво",881,"Университет Дружбы Народов",2370,"Беляево",1489,14684,1.5985,197385.048482953,1,0.661660428843267,1,"29",0,1,0,0,0,1,0,0
311993,"2022-11-01","311 993 ₽/м²",1,"Москва, улица Саморы Машела, 6","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%A1%D0%B0%D0%BC%D0%BE%D1%80%D1%8B+%D0%9C%D0%B0%D1%88%D0%B5%D0%BB%D0%B0%2C+6&totalArea=38.4&roomsCount=1&offerId=309089270&floor=floorOther&repairType=repairTypeDesign",2003,"Панельный",22,"КОПЭ",2.64,"Отсутствует","Центральное","Другие",2,"4 пассажирских, 2 грузовых","2",166,"Нет","Нет","Нет","Нет","На счете регионального оператора",881,2370,2957,"Университет Дружбы Народов","Беляево","Тропарёво",881,"Университет Дружбы Народов",2370,"Беляево",1489,24961,1.5985,195178.604942133,1,0.661660428843267,1,"30",0,1,0,0,0,1,0,0
311993,"2022-12-01","311 993 ₽/м²",1,"Москва, улица Саморы Машела, 6","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%A1%D0%B0%D0%BC%D0%BE%D1%80%D1%8B+%D0%9C%D0%B0%D1%88%D0%B5%D0%BB%D0%B0%2C+6&totalArea=38.4&roomsCount=1&offerId=309089270&floor=floorOther&repairType=repairTypeDesign",2003,"Панельный",22,"КОПЭ",2.64,"Отсутствует","Центральное","Другие",2,"4 пассажирских, 2 грузовых","2",166,"Нет","Нет","Нет","Нет","На счете регионального оператора",881,2370,2957,"Университет Дружбы Народов","Беляево","Тропарёво",881,"Университет Дружбы Народов",2370,"Беляево",1489,17100,1.6162,193041.084024254,1,0.661660428843267,1,"31",0,1,0,0,0,1,0,0
315520,"2023-02-01","315 520 ₽/м²",1,"Москва, улица Саморы Машела, 6","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%A1%D0%B0%D0%BC%D0%BE%D1%80%D1%8B+%D0%9C%D0%B0%D1%88%D0%B5%D0%BB%D0%B0%2C+6&totalArea=38.4&roomsCount=1&offerId=309089270&floor=floorOther&repairType=repairTypeDesign",2003,"Панельный",22,"КОПЭ",2.64,"Отсутствует","Центральное","Другие",2,"4 пассажирских, 2 грузовых","2",166,"Нет","Нет","Нет","Нет","На счете регионального оператора",881,2370,2957,"Университет Дружбы Народов","Беляево","Тропарёво",881,"Университет Дружбы Народов",2370,"Беляево",1489,12911,1.6162,195223.363445118,1,0.661660428843267,1,"32",0,0,1,0,0,1,0,0
315520,"2023-03-01","315 520 ₽/м²",1,"Москва, улица Саморы Машела, 6","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%A1%D0%B0%D0%BC%D0%BE%D1%80%D1%8B+%D0%9C%D0%B0%D1%88%D0%B5%D0%BB%D0%B0%2C+6&totalArea=38.4&roomsCount=1&offerId=309089270&floor=floorOther&repairType=repairTypeDesign",2003,"Панельный",22,"КОПЭ",2.64,"Отсутствует","Центральное","Другие",2,"4 пассажирских, 2 грузовых","2",166,"Нет","Нет","Нет","Нет","На счете регионального оператора",881,2370,2957,"Университет Дружбы Народов","Беляево","Тропарёво",881,"Университет Дружбы Народов",2370,"Беляево",1489,18245,1.5821,199431.135832122,1,0.661660428843267,1,"33",0,0,1,0,0,1,0,0
315520,"2023-04-01","315 520 ₽/м²",1,"Москва, улица Саморы Машела, 6","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%A1%D0%B0%D0%BC%D0%BE%D1%80%D1%8B+%D0%9C%D0%B0%D1%88%D0%B5%D0%BB%D0%B0%2C+6&totalArea=38.4&roomsCount=1&offerId=309089270&floor=floorOther&repairType=repairTypeDesign",2003,"Панельный",22,"КОПЭ",2.64,"Отсутствует","Центральное","Другие",2,"4 пассажирских, 2 грузовых","2",166,"Нет","Нет","Нет","Нет","На счете регионального оператора",881,2370,2957,"Университет Дружбы Народов","Беляево","Тропарёво",881,"Университет Дружбы Народов",2370,"Беляево",1489,9486,1.5821,199431.135832122,1,0.661660428843267,1,"34",0,0,1,0,0,1,0,0
345455,"2023-08-01","345 455 ₽/м²",1,"Москва, улица Саморы Машела, 6","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%A1%D0%B0%D0%BC%D0%BE%D1%80%D1%8B+%D0%9C%D0%B0%D1%88%D0%B5%D0%BB%D0%B0%2C+6&totalArea=38.4&roomsCount=1&offerId=309089270&floor=floorOther&repairType=repairTypeDesign",2003,"Панельный",22,"КОПЭ",2.64,"Отсутствует","Центральное","Другие",2,"4 пассажирских, 2 грузовых","2",166,"Нет","Нет","Нет","Нет","На счете регионального оператора",881,2370,2957,"Университет Дружбы Народов","Беляево","Тропарёво",881,"Университет Дружбы Народов",2370,"Беляево",1489,11598,1.5821,218352.190127046,1,0.661660428843267,1,"35",0,0,1,0,0,1,0,0
345455,"2023-09-01","345 455 ₽/м²",1,"Москва, улица Саморы Машела, 6","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%A1%D0%B0%D0%BC%D0%BE%D1%80%D1%8B+%D0%9C%D0%B0%D1%88%D0%B5%D0%BB%D0%B0%2C+6&totalArea=38.4&roomsCount=1&offerId=309089270&floor=floorOther&repairType=repairTypeDesign",2003,"Панельный",22,"КОПЭ",2.64,"Отсутствует","Центральное","Другие",2,"4 пассажирских, 2 грузовых","2",166,"Нет","Нет","Нет","Нет","На счете регионального оператора",881,2370,2957,"Университет Дружбы Народов","Беляево","Тропарёво",881,"Университет Дружбы Народов",2370,"Беляево",1489,10264,1.6539,208872.966926658,1,0.661660428843267,1,"36",0,0,1,0,0,1,0,0
387320,"2024-09-01","387 320 ₽/м²",1,"Москва, улица Саморы Машела, 6","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%A1%D0%B0%D0%BC%D0%BE%D1%80%D1%8B+%D0%9C%D0%B0%D1%88%D0%B5%D0%BB%D0%B0%2C+6&totalArea=38.4&roomsCount=1&offerId=309089270&floor=floorOther&repairType=repairTypeDesign",2003,"Панельный",22,"КОПЭ",2.64,"Отсутствует","Центральное","Другие",2,"4 пассажирских, 2 грузовых","2",166,"Нет","Нет","Нет","Нет","На счете регионального оператора",881,2370,2957,"Университет Дружбы Народов","Беляево","Тропарёво",881,"Университет Дружбы Народов",2370,"Беляево",1489,78510,1.6769,230973.820740652,1,0.661660428843267,1,"37",0,0,0,1,0,1,0,0
390781,"2024-10-01","390 781 ₽/м²",1,"Москва, улица Саморы Машела, 6","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%A1%D0%B0%D0%BC%D0%BE%D1%80%D1%8B+%D0%9C%D0%B0%D1%88%D0%B5%D0%BB%D0%B0%2C+6&totalArea=38.4&roomsCount=1&offerId=309089270&floor=floorOther&repairType=repairTypeDesign",2003,"Панельный",22,"КОПЭ",2.64,"Отсутствует","Центральное","Другие",2,"4 пассажирских, 2 грузовых","2",166,"Нет","Нет","Нет","Нет","На счете регионального оператора",881,2370,2957,"Университет Дружбы Народов","Беляево","Тропарёво",881,"Университет Дружбы Народов",2370,"Беляево",1489,19733,1.6769,233037.748225893,1,0.661660428843267,1,"38",0,0,0,1,0,1,0,0
380991,"2024-11-01","380 991 ₽/м²",1,"Москва, улица Саморы Машела, 6","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%A1%D0%B0%D0%BC%D0%BE%D1%80%D1%8B+%D0%9C%D0%B0%D1%88%D0%B5%D0%BB%D0%B0%2C+6&totalArea=38.4&roomsCount=1&offerId=309089270&floor=floorOther&repairType=repairTypeDesign",2003,"Панельный",22,"КОПЭ",2.64,"Отсутствует","Центральное","Другие",2,"4 пассажирских, 2 грузовых","2",166,"Нет","Нет","Нет","Нет","На счете регионального оператора",881,2370,2957,"Университет Дружбы Народов","Беляево","Тропарёво",881,"Университет Дружбы Народов",2370,"Беляево",1489,17202,1.6769,227199.594489832,1,0.661660428843267,1,"39",0,0,0,1,0,1,0,0
372210,"2024-12-01","372 210 ₽/м²",1,"Москва, улица Саморы Машела, 6","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%A1%D0%B0%D0%BC%D0%BE%D1%80%D1%8B+%D0%9C%D0%B0%D1%88%D0%B5%D0%BB%D0%B0%2C+6&totalArea=38.4&roomsCount=1&offerId=309089270&floor=floorOther&repairType=repairTypeDesign",2003,"Панельный",22,"КОПЭ",2.64,"Отсутствует","Центральное","Другие",2,"4 пассажирских, 2 грузовых","2",166,"Нет","Нет","Нет","Нет","На счете регионального оператора",881,2370,2957,"Университет Дружбы Народов","Беляево","Тропарёво",881,"Университет Дружбы Народов",2370,"Беляево",1489,38138,1.6248,229080.502215657,1,0.661660428843267,1,"40",0,0,0,1,0,1,0,0
368190,"2025-01-01","368 190 ₽/м²",1,"Москва, улица Саморы Машела, 6","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%A1%D0%B0%D0%BC%D0%BE%D1%80%D1%8B+%D0%9C%D0%B0%D1%88%D0%B5%D0%BB%D0%B0%2C+6&totalArea=38.4&roomsCount=1&offerId=309089270&floor=floorOther&repairType=repairTypeDesign",2003,"Панельный",22,"КОПЭ",2.64,"Отсутствует","Центральное","Другие",2,"4 пассажирских, 2 грузовых","2",166,"Нет","Нет","Нет","Нет","На счете регионального оператора",881,2370,2957,"Университет Дружбы Народов","Беляево","Тропарёво",881,"Университет Дружбы Народов",2370,"Беляево",1489,20747,1.6248,226606.35155096,1,0.661660428843267,1,"41",0,0,0,0,1,1,0,0
174888,"2020-07-01","174 888 ₽/м²",2,"Москва, улица Бутлерова, 2К1","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%91%D1%83%D1%82%D0%BB%D0%B5%D1%80%D0%BE%D0%B2%D0%B0%2C+2%D0%9A1&totalArea=60.0&roomsCount=3&offerId=311850058&floor=floorOther&repairType=repairTypeDesign",1967,"Панельный",9,"",2.5,"Центральное","Центральное","Железобетонные",4,"4 пассажирских","4",144,"Нет","Нет","Да","Да","На специальном счете у регионального оператора",1297,1311,1483,"Университет Дружбы Народов","Калужская","Воронцовская",1297,"Университет Дружбы Народов",1311,"Калужская",14,285,1.6248,107636.632200886,0,0.235462416874773,1,"465",0,0,0,0,0,1,0,0
207106,"2020-08-01","207 106 ₽/м²",2,"Москва, улица Бутлерова, 2К1","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%91%D1%83%D1%82%D0%BB%D0%B5%D1%80%D0%BE%D0%B2%D0%B0%2C+2%D0%9A1&totalArea=60.0&roomsCount=3&offerId=311850058&floor=floorOther&repairType=repairTypeDesign",1967,"Панельный",9,"",2.5,"Центральное","Центральное","Железобетонные",4,"4 пассажирских","4",144,"Нет","Нет","Да","Да","На специальном счете у регионального оператора",1297,1311,1483,"Университет Дружбы Народов","Калужская","Воронцовская",1297,"Университет Дружбы Народов",1311,"Калужская",14,231,1.6248,127465.534219596,0,0.235462416874773,1,"464",0,0,0,0,0,1,0,0
233959,"2020-09-01","233 959 ₽/м²",2,"Москва, улица Бутлерова, 2К1","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%91%D1%83%D1%82%D0%BB%D0%B5%D1%80%D0%BE%D0%B2%D0%B0%2C+2%D0%9A1&totalArea=60.0&roomsCount=3&offerId=311850058&floor=floorOther&repairType=repairTypeDesign",1967,"Панельный",9,"",2.5,"Центральное","Центральное","Железобетонные",4,"4 пассажирских","4",144,"Нет","Нет","Да","Да","На специальном счете у регионального оператора",1297,1311,1483,"Университет Дружбы Народов","Калужская","Воронцовская",1297,"Университет Дружбы Народов",1311,"Калужская",14,165,1.1582,202002.244862718,0,0.235462416874773,1,"463",0,0,0,0,0,1,0,0
213435,"2020-10-01","213 435 ₽/м²",2,"Москва, улица Бутлерова, 2К1","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%91%D1%83%D1%82%D0%BB%D0%B5%D1%80%D0%BE%D0%B2%D0%B0%2C+2%D0%9A1&totalArea=60.0&roomsCount=3&offerId=311850058&floor=floorOther&repairType=repairTypeDesign",1967,"Панельный",9,"",2.5,"Центральное","Центральное","Железобетонные",4,"4 пассажирских","4",144,"Нет","Нет","Да","Да","На специальном счете у регионального оператора",1297,1311,1483,"Университет Дружбы Народов","Калужская","Воронцовская",1297,"Университет Дружбы Народов",1311,"Калужская",14,171,1.1582,184281.643930237,0,0.235462416874773,1,"462",0,0,0,0,0,1,0,0
212375,"2020-11-01","212 375 ₽/м²",2,"Москва, улица Бутлерова, 2К1","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%91%D1%83%D1%82%D0%BB%D0%B5%D1%80%D0%BE%D0%B2%D0%B0%2C+2%D0%9A1&totalArea=60.0&roomsCount=3&offerId=311850058&floor=floorOther&repairType=repairTypeDesign",1967,"Панельный",9,"",2.5,"Центральное","Центральное","Железобетонные",4,"4 пассажирских","4",144,"Нет","Нет","Да","Да","На специальном счете у регионального оператора",1297,1311,1483,"Университет Дружбы Народов","Калужская","Воронцовская",1297,"Университет Дружбы Народов",1311,"Калужская",14,1252,1.1582,183366.430668278,0,0.235462416874773,1,"461",0,0,0,0,0,1,0,0
212375,"2020-12-01","212 375 ₽/м²",2,"Москва, улица Бутлерова, 2К1","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%91%D1%83%D1%82%D0%BB%D0%B5%D1%80%D0%BE%D0%B2%D0%B0%2C+2%D0%9A1&totalArea=60.0&roomsCount=3&offerId=311850058&floor=floorOther&repairType=repairTypeDesign",1967,"Панельный",9,"",2.5,"Центральное","Центральное","Железобетонные",4,"4 пассажирских","4",144,"Нет","Нет","Да","Да","На специальном счете у регионального оператора",1297,1311,1483,"Университет Дружбы Народов","Калужская","Воронцовская",1297,"Университет Дружбы Народов",1311,"Калужская",14,3965,1.2571,168940.418423355,0,0.235462416874773,1,"460",0,0,0,0,0,1,0,0
